locus_tag	ftype	length_bp	gene	EC_number	COG	product
JDBHNIBC_01993	CDS	702	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
JDBHNIBC_01994	CDS	1347	metK	2.5.1.6		S-adenosylmethionine synthase
JDBHNIBC_01995	CDS	414				hypothetical protein
JDBHNIBC_01996	CDS	1599	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
JDBHNIBC_01997	CDS	1119				hypothetical protein
JDBHNIBC_01998	CDS	477	ybeY	3.1.-.-		Endoribonuclease YbeY
JDBHNIBC_01999	CDS	915			COG1702	PhoH-like protein
JDBHNIBC_02000	CDS	1404	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
JDBHNIBC_02001	CDS	804				hypothetical protein
JDBHNIBC_02002	CDS	501	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
JDBHNIBC_02003	CDS	690	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
JDBHNIBC_02004	CDS	498	dps	1.16.-.-	COG0783	DNA protection during starvation protein
JDBHNIBC_02005	CDS	1254		3.4.11.-	COG2309	Aminopeptidase T
JDBHNIBC_02006	CDS	282				hypothetical protein
JDBHNIBC_02007	CDS	1023				hypothetical protein
JDBHNIBC_02008	CDS	687	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
JDBHNIBC_02009	CDS	723	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
JDBHNIBC_02010	CDS	774	pstB	7.3.2.1		Phosphate import ATP-binding protein PstB
JDBHNIBC_02011	CDS	1311				hypothetical protein
JDBHNIBC_02012	CDS	1491				hypothetical protein
JDBHNIBC_02013	CDS	1047	sphX		COG0226	Protein SphX
JDBHNIBC_02014	CDS	417				hypothetical protein
JDBHNIBC_02015	CDS	357	rlpA_2	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
JDBHNIBC_02016	CDS	621				hypothetical protein
JDBHNIBC_02017	CDS	1020	comM_1		COG0606	Competence protein ComM
JDBHNIBC_02018	CDS	447	comM_2		COG0606	Competence protein ComM
JDBHNIBC_02019	CDS	939	gshB	6.3.2.3	COG0189	Glutathione synthetase
JDBHNIBC_02020	CDS	870	araB_1	3.1.1.15		L-arabinolactonase
JDBHNIBC_02021	CDS	288				hypothetical protein
JDBHNIBC_02022	CDS	717	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
JDBHNIBC_02023	CDS	600	olsG	2.1.1.344		Ornithine lipid N-methyltransferase
JDBHNIBC_02024	CDS	1134	dnaJ_2			Chaperone protein DnaJ
JDBHNIBC_02025	CDS	1914	dnaK_2			Chaperone protein DnaK
JDBHNIBC_02026	CDS	987	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
JDBHNIBC_02027	CDS	2415	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
JDBHNIBC_02028	CDS	1110	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
JDBHNIBC_02029	CDS	843				hypothetical protein
JDBHNIBC_02030	CDS	405				hypothetical protein
JDBHNIBC_02031	CDS	201	rpmI		COG0291	50S ribosomal protein L35
JDBHNIBC_02032	CDS	615				hypothetical protein
JDBHNIBC_02033	CDS	399	infC		COG0290	Translation initiation factor IF-3
JDBHNIBC_02034	CDS	792				hypothetical protein
JDBHNIBC_02035	CDS	1152	ydcO		COG3135	Inner membrane protein YdcO
JDBHNIBC_02036	CDS	300				hypothetical protein
JDBHNIBC_02037	CDS	762				hypothetical protein
JDBHNIBC_02038	CDS	636				hypothetical protein
JDBHNIBC_02039	CDS	669	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
JDBHNIBC_02040	CDS	1275	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
JDBHNIBC_02041	CDS	468				hypothetical protein
JDBHNIBC_02042	CDS	840	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
JDBHNIBC_02043	CDS	906	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
JDBHNIBC_02044	CDS	1293	fpgS	6.3.2.17		Folylpolyglutamate synthase
JDBHNIBC_02045	CDS	324				Thioredoxin C-1
JDBHNIBC_02046	CDS	3543	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
JDBHNIBC_02047	CDS	3159				hypothetical protein
JDBHNIBC_02048	CDS	720	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
JDBHNIBC_02049	CDS	1536				hypothetical protein
JDBHNIBC_02050	CDS	2514	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
JDBHNIBC_02051	CDS	1401	ahcY	3.3.1.1		Adenosylhomocysteinase
JDBHNIBC_02052	CDS	315	ptsH		COG1925	Phosphocarrier protein HPr
JDBHNIBC_02053	CDS	402				hypothetical protein
JDBHNIBC_02054	CDS	480	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
JDBHNIBC_02055	CDS	1806	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
JDBHNIBC_02056	CDS	720	baeR		COG0745	Transcriptional regulatory protein BaeR
JDBHNIBC_02057	CDS	1476	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
JDBHNIBC_02058	CDS	90				hypothetical protein
JDBHNIBC_02059	CDS	438	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
JDBHNIBC_02060	CDS	969	coaA_2	2.7.1.33	COG1072	Pantothenate kinase
JDBHNIBC_02061	CDS	324	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
JDBHNIBC_02062	CDS	786	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
JDBHNIBC_02063	CDS	732	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
JDBHNIBC_02064	CDS	651	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
JDBHNIBC_02065	CDS	510				hypothetical protein
JDBHNIBC_02066	CDS	609	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
JDBHNIBC_02067	CDS	555	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
JDBHNIBC_02068	CDS	1305	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
JDBHNIBC_02069	CDS	1020				hypothetical protein
JDBHNIBC_02070	CDS	381				hypothetical protein
JDBHNIBC_02071	CDS	534	mutS2	3.1.-.-		Endonuclease MutS2
JDBHNIBC_02072	CDS	1110				hypothetical protein
JDBHNIBC_02073	CDS	696				hypothetical protein
JDBHNIBC_02074	CDS	498				hypothetical protein
JDBHNIBC_02075	CDS	492	secB		COG1952	Protein-export protein SecB
JDBHNIBC_02076	CDS	705	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
JDBHNIBC_02077	CDS	603	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
JDBHNIBC_02078	CDS	855	aroE_1	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
JDBHNIBC_02079	CDS	600	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
JDBHNIBC_02080	CDS	1029		2.7.4.27		Putative pyruvate, phosphate dikinase regulatory protein
JDBHNIBC_02081	CDS	210				hypothetical protein
JDBHNIBC_02082	CDS	678				hypothetical protein
JDBHNIBC_02083	CDS	1080	cysA_1	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
JDBHNIBC_02084	CDS	687	modB		COG4149	Molybdenum transport system permease protein ModB
JDBHNIBC_02085	CDS	756	modA		COG0725	Molybdate-binding protein ModA
JDBHNIBC_02086	CDS	885				hypothetical protein
JDBHNIBC_02087	CDS	612				hypothetical protein
JDBHNIBC_02088	CDS	639	eda		COG0800	KHG/KDPG aldolase
JDBHNIBC_02089	CDS	1962				hypothetical protein
JDBHNIBC_02090	CDS	1491	zraR		COG2204	Transcriptional regulatory protein ZraR
JDBHNIBC_02091	CDS	1863				hypothetical protein
JDBHNIBC_02092	CDS	1170	menF_2	5.4.4.2		Isochorismate synthase MenF
JDBHNIBC_02093	CDS	606				hypothetical protein
JDBHNIBC_02094	CDS	762	hss_1	2.5.1.44		Homospermidine synthase
JDBHNIBC_02095	CDS	555	hss_2	2.5.1.44		Homospermidine synthase
JDBHNIBC_02096	CDS	381				Outer membrane lipoprotein omp10
JDBHNIBC_02097	CDS	1059	hemH	4.99.1.1	COG0276	Ferrochelatase
JDBHNIBC_02098	CDS	987	qmcA		COG0330	Protein QmcA
JDBHNIBC_02099	CDS	468	ybbJ		COG1585	Inner membrane protein YbbJ
JDBHNIBC_02100	CDS	1002	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
JDBHNIBC_02101	CDS	1539				hypothetical protein
JDBHNIBC_02102	CDS	894	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
JDBHNIBC_02103	CDS	1239				Tn3 family transposase TnXax1
JDBHNIBC_02104	CDS	717	virB1			Type IV secretion system protein virB1
JDBHNIBC_02105	CDS	318	virB2			Type IV secretion system protein virB2
JDBHNIBC_02106	CDS	351	virB3			Type IV secretion system protein virB3
JDBHNIBC_02107	CDS	2496	virB4			Type IV secretion system protein virB4
JDBHNIBC_02108	CDS	717	virB5			Type IV secretion system protein virB5
JDBHNIBC_02109	CDS	1044	virB6			Type IV secretion system protein VirB6
JDBHNIBC_02110	CDS	174	virB7			Type IV secretion system putative lipoprotein virB7
JDBHNIBC_02111	CDS	720	virB8			Type IV secretion system protein virB8
JDBHNIBC_02112	CDS	744	virB9			Type IV secretion system protein virB9
JDBHNIBC_02113	CDS	1143				Type IV secretion system protein virB10
JDBHNIBC_02114	CDS	1086				Type IV secretion system protein VirB11
JDBHNIBC_02115	CDS	519				Type IV secretion system putative outer membrane lipoprotein/BS1330_II0058
JDBHNIBC_02116	CDS	1161				hypothetical protein
JDBHNIBC_02117	CDS	1404	cycA		COG1113	D-serine/D-alanine/glycine transporter
JDBHNIBC_02118	CDS	1455	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
JDBHNIBC_02119	CDS	4752	gltB	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
JDBHNIBC_02120	CDS	1050	ltaE	4.1.2.48		Low specificity L-threonine aldolase
JDBHNIBC_02121	CDS	471	ibpA_2		COG0071	Small heat shock protein IbpA
JDBHNIBC_02122	CDS	399				hypothetical protein
JDBHNIBC_02123	CDS	996	pldB	3.1.1.5	COG2267	Lysophospholipase L2
JDBHNIBC_02124	CDS	777	hisN	3.1.3.15	COG0483	Histidinol-phosphatase
JDBHNIBC_02125	CDS	891				hypothetical protein
JDBHNIBC_02126	CDS	363	cpdR			Response regulator receiver protein CpdR
JDBHNIBC_02127	tRNA	75				tRNA-Val(gac)
JDBHNIBC_02128	CDS	639	tmoT			Response regulator protein TmoT
JDBHNIBC_02129	CDS	1071	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
JDBHNIBC_02130	CDS	717	mgtC		COG1285	Protein MgtC
JDBHNIBC_02131	CDS	204				hypothetical protein
JDBHNIBC_02132	CDS	321				hypothetical protein
JDBHNIBC_02133	CDS	2718	mgtB	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
JDBHNIBC_02134	CDS	294				hypothetical protein
JDBHNIBC_02135	CDS	786	aroE_2	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
JDBHNIBC_02136	CDS	1266	sucB_2	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
JDBHNIBC_02137	CDS	2190	dxs_3	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
JDBHNIBC_02138	CDS	492	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
JDBHNIBC_02139	CDS	738	fabG_8	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JDBHNIBC_02140	CDS	483				hypothetical protein
JDBHNIBC_02141	CDS	717	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
JDBHNIBC_02142	CDS	753	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
JDBHNIBC_02143	CDS	1221				hypothetical protein
JDBHNIBC_02144	CDS	951	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
JDBHNIBC_02145	CDS	693				hypothetical protein
JDBHNIBC_02146	CDS	543				hypothetical protein
JDBHNIBC_02147	CDS	741	lutR		COG2186	HTH-type transcriptional regulator LutR
JDBHNIBC_02148	CDS	1137				hypothetical protein
JDBHNIBC_02149	CDS	285				hypothetical protein
JDBHNIBC_02150	CDS	810				hypothetical protein
JDBHNIBC_02151	CDS	789	yedY1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
JDBHNIBC_02152	CDS	1341	dhbF		COG1020	Dimodular nonribosomal peptide synthase
JDBHNIBC_02153	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
JDBHNIBC_02154	CDS	1620	entE	6.3.2.14	COG1021	Enterobactin synthase component E
JDBHNIBC_02155	CDS	873	entB	6.3.2.14	COG1535	Enterobactin synthase component B
JDBHNIBC_02156	CDS	777	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
JDBHNIBC_02157	CDS	741				hypothetical protein
JDBHNIBC_02158	CDS	591				hypothetical protein
JDBHNIBC_02159	CDS	567				hypothetical protein
JDBHNIBC_02160	CDS	477				hypothetical protein
JDBHNIBC_02161	CDS	1572	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
JDBHNIBC_02162	CDS	1080	rfuC		COG4603	putative riboflavin import permease protein RfuC
JDBHNIBC_02163	CDS	912				hypothetical protein
JDBHNIBC_02164	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
JDBHNIBC_02165	CDS	942	rbsK	2.7.1.15	COG0524	Ribokinase
JDBHNIBC_02166	CDS	201				hypothetical protein
JDBHNIBC_02167	CDS	114				hypothetical protein
JDBHNIBC_02168	CDS	1002				hypothetical protein
JDBHNIBC_02169	CDS	987				hypothetical protein
JDBHNIBC_02170	CDS	1194				hypothetical protein
JDBHNIBC_02171	CDS	315				hypothetical protein
JDBHNIBC_02172	CDS	1353	hemN_2	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
JDBHNIBC_02173	CDS	1896	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
JDBHNIBC_02174	CDS	729	livF_4		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
JDBHNIBC_02175	CDS	501	glnQ_3			Glutamine transport ATP-binding protein GlnQ
JDBHNIBC_02176	CDS	294	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JDBHNIBC_02177	CDS	948				hypothetical protein
JDBHNIBC_02178	CDS	864	livH_3		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
JDBHNIBC_02179	CDS	1221	braC_2		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
JDBHNIBC_02180	CDS	804	rhaS_1			HTH-type transcriptional activator RhaS
JDBHNIBC_02181	CDS	1986	bhuA			Heme transporter BhuA
JDBHNIBC_02182	CDS	1125	mlc		COG1940	Protein mlc
JDBHNIBC_02183	CDS	741	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
JDBHNIBC_02184	CDS	714	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
JDBHNIBC_02185	CDS	960				hypothetical protein
JDBHNIBC_02186	CDS	1488		3.1.6.-		Ulvan-active sulfatase
JDBHNIBC_02187	CDS	846	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
JDBHNIBC_02188	CDS	1173	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
JDBHNIBC_02189	CDS	933	ugpA_1		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
JDBHNIBC_02190	CDS	822	lacG			Lactose transport system permease protein LacG
JDBHNIBC_02191	CDS	1266	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
JDBHNIBC_02192	CDS	735	nagR_1		COG2188	HTH-type transcriptional repressor NagR
JDBHNIBC_02193	CDS	870				hypothetical protein
JDBHNIBC_02194	CDS	324				hypothetical protein
JDBHNIBC_02195	CDS	705	livF_5		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
JDBHNIBC_02196	CDS	1548	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JDBHNIBC_02197	CDS	135				hypothetical protein
JDBHNIBC_02198	CDS	870				hypothetical protein
JDBHNIBC_02199	CDS	1182				hypothetical protein
JDBHNIBC_02200	CDS	1659	nfdA_1	3.5.1.91		N-substituted formamide deformylase
JDBHNIBC_02201	CDS	456	betB_3	1.2.1.8		NAD/NADP-dependent betaine aldehyde dehydrogenase
JDBHNIBC_02202	CDS	1023	betB_4	1.2.1.8		NAD/NADP-dependent betaine aldehyde dehydrogenase
JDBHNIBC_02203	CDS	1452	yhdG		COG0531	putative amino acid permease YhdG
JDBHNIBC_02204	CDS	783	iclR_1		COG1414	Transcriptional repressor IclR
JDBHNIBC_02205	CDS	1257				hypothetical protein
JDBHNIBC_02206	CDS	645	gph_3	3.1.3.18		Phosphoglycolate phosphatase
JDBHNIBC_02207	CDS	1359	spuC_2	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
JDBHNIBC_02208	CDS	1284	dgdA	4.1.1.64		2,2-dialkylglycine decarboxylase
JDBHNIBC_02209	CDS	993	srkA	2.7.11.1		Stress response kinase A
JDBHNIBC_02210	CDS	474	farR			HTH-type transcriptional regulator FarR
JDBHNIBC_02211	CDS	393	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
JDBHNIBC_02212	CDS	1515	amnC	1.2.1.32		2-aminomuconic 6-semialdehyde dehydrogenase
JDBHNIBC_02213	CDS	981	bphC	1.13.11.39		Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase
JDBHNIBC_02214	CDS	867				hypothetical protein
JDBHNIBC_02215	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
JDBHNIBC_02216	CDS	810	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
JDBHNIBC_02217	CDS	138				hypothetical protein
JDBHNIBC_02218	CDS	177	styD	1.2.1.39		Phenylacetaldehyde dehydrogenase
JDBHNIBC_02219	CDS	816	aldA_1	1.2.1.3		Putative aldehyde dehydrogenase AldA
JDBHNIBC_02220	CDS	324	aldA_2	1.2.1.3		Putative aldehyde dehydrogenase AldA
JDBHNIBC_02221	CDS	969	feaR		COG2207	Transcriptional activator FeaR
JDBHNIBC_02222	CDS	1170	xylH_1		COG4214	Xylose transport system permease protein XylH
JDBHNIBC_02223	CDS	1536	xylG_1	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
JDBHNIBC_02224	CDS	1020	xylF_1		COG4213	D-xylose-binding periplasmic protein
JDBHNIBC_02225	CDS	1056				hypothetical protein
JDBHNIBC_02226	CDS	8277	bmaC_1			Adhesin BmaC autotransporter
JDBHNIBC_02227	CDS	1971	bmaC_2			Adhesin BmaC autotransporter
JDBHNIBC_02228	CDS	849	fliC		COG1344	Flagellin
JDBHNIBC_02229	CDS	723	fliF_1		COG1766	Flagellar M-ring protein
JDBHNIBC_02230	CDS	1002	fliF_2		COG1766	Flagellar M-ring protein
JDBHNIBC_02231	CDS	681				hypothetical protein
JDBHNIBC_02232	CDS	1101				hypothetical protein
JDBHNIBC_02233	CDS	1293				hypothetical protein
JDBHNIBC_02234	CDS	1275				hypothetical protein
JDBHNIBC_02235	CDS	573				hypothetical protein
JDBHNIBC_02236	CDS	684	ftcR			Flagellar transcriptional regulator FtcR
JDBHNIBC_02237	CDS	1191	flgE		COG1749	Flagellar hook protein FlgE
JDBHNIBC_02238	CDS	1455				hypothetical protein
JDBHNIBC_02239	CDS	1047				hypothetical protein
JDBHNIBC_02240	CDS	345				hypothetical protein
JDBHNIBC_02241	CDS	459	flbT			flagellum biosynthesis repressor protein FlbT
JDBHNIBC_02242	CDS	414				hypothetical protein
JDBHNIBC_02243	CDS	267				hypothetical protein
JDBHNIBC_02244	CDS	327	flhA_2		COG1298	Flagellar biosynthesis protein FlhA
JDBHNIBC_02245	CDS	1770	flhA_3		COG1298	Flagellar biosynthesis protein FlhA
JDBHNIBC_02246	CDS	768				hypothetical protein
JDBHNIBC_02247	CDS	408				hypothetical protein
JDBHNIBC_02248	CDS	591				hypothetical protein
JDBHNIBC_02249	CDS	495				hypothetical protein
JDBHNIBC_02250	CDS	528				hypothetical protein
JDBHNIBC_02251	CDS	150				hypothetical protein
JDBHNIBC_02252	CDS	192				hypothetical protein
JDBHNIBC_02253	CDS	438	zur		COG0735	Zinc uptake regulation protein
JDBHNIBC_02254	CDS	861	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
JDBHNIBC_02255	CDS	897	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
JDBHNIBC_02256	CDS	1005	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
JDBHNIBC_02257	CDS	1203	yciC_2		COG0523	Putative metal chaperone YciC
JDBHNIBC_02258	CDS	501	iscR			HTH-type transcriptional regulator IscR
JDBHNIBC_02259	CDS	882	gspK_1	2.7.1.8	COG2971	Glucosamine kinase GspK
JDBHNIBC_02260	rRNA	1482				16S ribosomal RNA
JDBHNIBC_02261	tRNA	77				tRNA-Ile(gat)
JDBHNIBC_02262	tRNA	76				tRNA-Ala(tgc)
JDBHNIBC_02263	rRNA	2904				23S ribosomal RNA
JDBHNIBC_02264	rRNA	110				5S ribosomal RNA
JDBHNIBC_02265	tRNA	77				tRNA-Met(cat)
JDBHNIBC_02266	CDS	903				IS3 family transposase IS1953
JDBHNIBC_02267	CDS	519	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
JDBHNIBC_02268	CDS	285	mazF	3.1.-.-	COG2337	putative endoribonuclease MazF
JDBHNIBC_02269	CDS	510				hypothetical protein
JDBHNIBC_02270	CDS	1257	otnK_1	2.7.1.217	COG3395	3-oxo-tetronate kinase
JDBHNIBC_02271	CDS	660	ald2	4.1.2.-	COG0235	5-(methylthio)ribulose-1-phosphate aldolase
JDBHNIBC_02272	CDS	627				hypothetical protein
JDBHNIBC_02273	CDS	981				hypothetical protein
JDBHNIBC_02274	CDS	1236	fumI	2.6.1.-		Aminopentol aminotransferase
JDBHNIBC_02275	CDS	1077	msiK	7.5.2.-	COG3839	Diacetylchitobiose uptake system ATP-binding protein MsiK
JDBHNIBC_02276	CDS	816	potH_2		COG1176	Putrescine transport system permease protein PotH
JDBHNIBC_02277	CDS	804	ydcV_2			Inner membrane ABC transporter permease protein YdcV
JDBHNIBC_02278	CDS	1050				hypothetical protein
JDBHNIBC_02279	CDS	1419	aam_1	3.5.1.13	COG0154	Acylamidase
JDBHNIBC_02280	CDS	873				hypothetical protein
JDBHNIBC_02281	CDS	978	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
JDBHNIBC_02282	CDS	993	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
JDBHNIBC_02283	CDS	834	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
JDBHNIBC_02284	CDS	1011	ddpB		COG0601	putative D,D-dipeptide transport system permease protein DdpB
JDBHNIBC_02285	CDS	1557	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
JDBHNIBC_02286	CDS	483				hypothetical protein
JDBHNIBC_02287	CDS	1005	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JDBHNIBC_02288	CDS	999	dppD_2		COG0444	Dipeptide transport ATP-binding protein DppD
JDBHNIBC_02289	CDS	423	dppC_2		COG1173	Dipeptide transport system permease protein DppC
JDBHNIBC_02290	CDS	486				hypothetical protein
JDBHNIBC_02291	CDS	945	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
JDBHNIBC_02292	CDS	1545	gsiB_1		COG0747	Glutathione-binding protein GsiB
JDBHNIBC_02293	CDS	891	acyII_1	3.5.1.11		Penicillin acylase 2 proenzyme
JDBHNIBC_02294	CDS	1398	acyII_2	3.5.1.11		Penicillin acylase 2 proenzyme
JDBHNIBC_02295	CDS	1143	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
JDBHNIBC_02296	CDS	849	echA8_2	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
JDBHNIBC_02297	CDS	1503	paaH_1	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
JDBHNIBC_02298	CDS	2178	dxs_4	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
JDBHNIBC_02299	CDS	1620				hypothetical protein
JDBHNIBC_02300	CDS	1287	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JDBHNIBC_02301	CDS	819	tsaQ1_1			HTH-type transcriptional regulator TsaQ1/TsaQ2
JDBHNIBC_02302	CDS	1014	dppB_2		COG0601	Dipeptide transport system permease protein DppB
JDBHNIBC_02303	CDS	657				hypothetical protein
JDBHNIBC_02304	CDS	1038	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
JDBHNIBC_02305	CDS	1005	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
JDBHNIBC_02306	CDS	1365	frc	2.8.3.16		Formyl-CoA:oxalate CoA-transferase
JDBHNIBC_02307	CDS	1401	araE_1	1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase 1
JDBHNIBC_02308	CDS	732	mcbR		COG1802	HTH-type transcriptional regulator McbR
JDBHNIBC_02309	CDS	282				IS3 family transposase IS1953
JDBHNIBC_02310	CDS	930				IS3 family transposase IS1953
JDBHNIBC_02311	tRNA	90				tRNA-Ser(gga)
JDBHNIBC_02312	CDS	324				hypothetical protein
JDBHNIBC_02313	CDS	657	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
JDBHNIBC_02314	CDS	207	slyX			Protein SlyX
JDBHNIBC_02315	CDS	627	upp	2.4.2.9		Uracil phosphoribosyltransferase
JDBHNIBC_02316	CDS	810	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
JDBHNIBC_02317	CDS	1584	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
JDBHNIBC_02318	CDS	1221	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
JDBHNIBC_02319	CDS	1578	prfC		COG4108	Peptide chain release factor 3
JDBHNIBC_02320	CDS	564				hypothetical protein
